Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Flat;Ate;1;0;1;35;1200;1050;450
Departamento;Punta Hermosa;3;1;1;200;5500;1800;700
Departamento;Comas;4;2;3;250;21000;3500;900
Departamento;Rímac;3;1;1;125;15000;;
Almacén;Lince;0;0;0;6398;121579;17597;4799
Local comercial;Ate;0;0;0;27;1000;400;135
Departamento;Puente Piedra;2;0;0;70;1000;;
Edificio completo;Pachacámac;0;0;0;515;25000;;2600
Departamento;San Borja;2;0;0;90;3000;800;160
Departamento;La Perla;3;2;1;120;6000;1590;330
Tienda/Salón;Villa María del Triunfo;0;0;0;32;1000;850;
Departamento;San Miguel;3;1;1;125;2300;975;170
Almacén;Punta Negra;0;0;0;2000;25000;;
Departamento;Ate;5;4;5;584;11000;2600;24000
Casa;Chaclacayo;1;0;0;50;600;;
Departamento;Rímac;2;0;0;100;5200;594;260
Departamento;Comas;3;1;1;170;21900;2500;1000
Departamento;Rímac;2;1;2;115;4000;1380;434
Departamento;San Miguel;2;0;1;80;1800;600;
Departamento;Santa María del Mar;2;1;1;62;1500;603;
Departamento;Ate;2;2;2;85;2800;2800;400
Departamento;San Miguel;1;0;0;50;1700;360;20
Habitación;Chorrillos;1;0;0;29;1000;570;25
Casa;Punta Hermosa;5;0;2;300;7000;290;
Departamento;Lurigancho;1;1;1;72;3500;965;222
Local comercial;Lince;0;0;0;21;550;550;52
Departamento;San Borja;1;0;0;40;2200;580;
Departamento;San Borja;4;2;2;389;11800;3522;
Local comercial;Ate;0;1;0;22;1000;610;1742
Local comercial;Pachacámac;0;0;0;470;7500;5857;2128
Departamento;San Borja;3;0;1;130;3900;1200;280
Departamento;San Miguel;1;1;0;40;1100;500;20
Almacén;Ancón;0;0;0;3000;35000;;
Departamento;Lurigancho;2;2;1;83;3500;1630;
Departamento;Santa María del Mar;2;1;0;48;800;520;35
Departamento;Ate;4;2;1;189;8000;2300;
Departamento;San Borja;4;0;1;105;5000;837;130
Tienda/Salón;San Borja;0;1;0;145;22500;1350;1250
Departamento;San Juan de Miraflores;2;0;0;45;550;221;
Departamento;Punta Hermosa;4;1;1;288;7000;1870;
Local comercial;Pachacámac;0;0;0;450;15000;6600;2200
Departamento;Comas;2;1;1;85;4000;1200;165
Departamento;Ate;3;2;1;160;4500;1600;4000
Departamento;Punta Hermosa;3;2;1;160;6500;2000;350
Departamento;San Luis;2;1;0;52;900;305;30
Casa en condominio;Ate;4;4;4;661;11800;1550;1469
Departamento;Jesús María;1;1;0;57;2500;1200;1300
Departamento;San Miguel;3;2;1;120;3300;1100;204
Departamento;San Luis;2;1;0;47;1100;500;50
Casa;Callao;2;3;0;80;2300;;192
Local comercial;Ate;0;1;0;31;1600;400;112
Local comercial;Pachacámac;0;0;0;609;115828;22934;
Departamento;Pachacámac;1;1;0;45;2000;600;150
Departamento;Pachacámac;1;0;0;20;800;430;38
Local comercial;Ate;0;1;0;29;1000;962;161
Departamento;Ate;4;2;4;220;7450;2000;1000
Departamento;Jesús María;2;1;1;80;1500;600;
Departamento;Ate;4;2;1;135;5300;1154;874
Local comercial;Pachacámac;0;0;0;24;1000;613;
Casa en condominio;Ate;5;7;5;750;20000;2500;10000
Edificio completo;Chorrillos;0;30;0;3100;300000;;17283
Departamento;Lurín;2;0;0;62;1950;480;
Habitación;Pachacámac;1;0;0;28;950;350;
Casa;Punta Hermosa;4;3;3;900;30000;2000;5070
Casa de villa;San Borja;2;1;1;80;3000;50;
Departamento;La Punta;2;1;0;53;1100;600;135
Departamento;Ate;1;1;1;70;1500;1600;220
Departamento;Rímac;4;2;1;170;7500;2300;460
Departamento;Callao;2;0;0;50;600;300;
Local comercial;Callao;0;1;0;22;600;443;53
Casa de villa;La Punta;1;0;0;64;1200;80;
Departamento;Punta Hermosa;3;1;0;96;3200;674;182
Departamento;Chorrillos;2;0;0;43;700;190;13
Local comercial;Comas;0;1;0;46;3500;1445;273
Local comercial;Ate;0;0;0;98;3000;872;
Local comercial;Pachacámac;0;0;0;481;11000;7200;1740
Tienda/Salón;San Miguel;0;0;0;325;12900;;28000
Tienda/Salón;San Bartolo;0;0;0;300;10400;;
Casa en condominio;Ate;5;6;3;300;10000;;
Departamento;Rímac;4;2;4;200;10500;2710;1153
Tienda/Salón;Ate;0;1;0;116;8500;1400;1300
Local comercial;Pachacámac;0;0;0;26;500;650;120
Local comercial;Pachacámac;0;0;0;70;1400;954;227
Departamento;Mi Perú;2;1;0;80;1500;300;
Cochera;Pachacámac;0;0;0;0;180;;86
Departamento;Mi Perú;2;1;0;68;1300;487;150
Departamento;San Bartolo;2;0;0;70;3300;647;81
Departamento;Pucusana;1;0;0;25;750;400;
Departamento;San Borja;2;0;0;80;2900;760;180
Departamento;Bellavista;2;1;0;58;700;500;35
Departamento;Comas;10;2;0;250;25000;2500;
Casa comercial;Pachacámac;0;0;0;380;12000;;
Local comercial;Pachacámac;0;0;0;96;2700;700;700
Local comercial;Ate;0;3;0;87;3500;3190;720
Casa de villa;Chorrillos;2;0;0;68;3500;;
Departamento;Rímac;4;2;2;380;31000;3200;
Departamento;Rímac;1;0;0;35;2200;370;72
Departamento;San Juan de Lurigancho;4;3;2;200;6000;1610;435
Departamento;Ate;4;2;1;154;6000;1210;350
Local comercial;San Miguel;0;1;0;35;1500;800;100
Departamento;Ate;3;2;1;110;3800;1350;316
Departamento;Santa Anita;3;0;0;105;1100;200;
Departamento;Lurigancho;2;0;1;70;3200;850;88
Departamento;Jesús María;3;2;1;213;1900;1184;442
Departamento;Lince;1;1;0;56;600;692;
Departamento;Ventanilla;2;1;0;65;1500;714;85
Casa;Magdalena del Mar;3;4;1;200;3800;;400
Departamento;San Miguel;1;0;0;40;1500;430;20
Departamento;Santa Rosa;2;0;0;60;1300;460;
Departamento;Jesús María;2;4;0;120;2400;760;233
Departamento;San Miguel;2;0;0;80;1400;850;
Departamento;Breña;3;2;1;115;3800;1670;346
Local comercial;Chorrillos;0;3;0;134;6000;4840;715
Departamento;Lurigancho;3;1;0;95;2900;1102;
Local comercial;Pachacámac;0;0;0;428;16800;6504;2070
Departamento;Ate;2;1;0;53;1300;622;92
Departamento;Magdalena del Mar;2;0;0;46;1300;300;
Departamento;Callao;1;1;1;72;2000;600;
Departamento;Punta Hermosa;5;3;5;600;15000;15300;4220
Departamento;Jesús María;3;2;1;161;2500;780;
Departamento;San Miguel;3;0;0;91;2100;715;79
Departamento;San Borja;2;0;0;50;3000;;
Departamento;Ate;3;3;3;680;20000;1980;1700
Departamento;La Punta;2;1;0;60;1100;606;14
Local comercial;Ate;0;0;0;21;1100;600;125
Departamento;Breña;2;0;0;65;2600;660;124
Local comercial;San Miguel;1;1;0;30;1200;800;
Departamento;Jesús María;2;2;2;115;3500;840;260
Habitación;Puente Piedra;0;0;0;28;900;400;20
Tienda/Salón;San Miguel;0;0;0;400;15000;;
Local comercial;Chorrillos;0;7;0;375;35000;14691;2670
Almacén;Lima;0;0;0;320;3800;;339
Departamento;San Borja;3;1;1;180;7500;1900;300
Departamento;El Agustino;2;1;0;80;1700;;100
Habitación;La Punta;1;0;0;50;800;495;
Local comercial;Santa María del Mar;1;1;0;24;500;559;56
Departamento;Comas;2;1;2;120;7500;2350;
Departamento;Comas;3;0;1;150;5800;2200;230
Departamento;San Borja;2;0;0;35;2500;;
Departamento;Ate;2;1;2;80;3000;1400;
Departamento;Comas;2;1;0;105;6500;1500;380
Tienda/Salón;Comas;0;0;0;60;13000;450;
Habitación;Comas;1;0;0;25;1500;550;
Edificio completo;Pachacámac;0;0;0;238;7900;;
Departamento;Jesús María;2;1;1;70;2000;725;132
Departamento;San Bartolo;2;0;0;83;2400;588;111
Local comercial;Pachacámac;0;0;0;114;2000;1600;297
Local comercial;San Borja;0;0;0;50;1100;500;170
Casa en condominio;Independencia;2;0;0;90;900;;
Departamento;Ate;2;1;2;90;2600;1400;300
Habitación;Punta Negra;1;0;0;40;850;;
Departamento;San Miguel;1;0;0;30;1000;420;21
Casa;Ate;4;4;2;600;30000;1100;
Local comercial;Villa El Salvador;0;0;0;150;4500;1600;4800
Departamento;Comas;2;1;2;110;10000;2100;535
Casa comercial;Chorrillos;0;0;0;300;7000;;480
Departamento;Lince;4;2;3;156;3000;1610;254
Departamento;San Miguel;3;1;0;96;2000;960;1048
Departamento;Chorrillos;2;1;0;75;3200;920;94
Departamento;Santiago de Surco;3;2;1;165;8500;3500;500
Departamento;Comas;4;2;3;450;25000;3100;1500
Departamento;Ate;2;1;1;80;2400;1200;
Departamento;Comas;1;1;0;41;2500;550;50
Casa en condominio;Ate;4;2;3;372;9800;2333;14204
Departamento;Ate;2;1;1;77;2500;800;150
Almacén;Mi Perú;0;4;0;480;7000;;1000
Departamento;San Borja;4;1;1;230;6200;1580;198
Departamento;San Borja;5;1;5;280;20000;2300;700
Departamento;Chorrillos;1;0;0;48;1900;456;
Casa en condominio;Jesús María;4;2;4;260;9000;7068;8024
Departamento;Lince;1;1;0;40;500;200;
Departamento;Villa El Salvador;3;1;1;140;2800;2300;
Terreno em condominio;San Miguel;0;0;0;0;25000;;4000
Local comercial;San Luis;0;1;0;56;700;700;55
Departamento;La Punta;2;1;0;73;1300;700;785
Almacén;Lima;0;0;0;9080;22000;;17018
Local comercial;Pachacámac;0;2;0;460;40450;7350;2022
Departamento;Lurigancho;3;1;0;84;3000;650;151
Departamento;Pueblo Libre;4;0;1;255;10000;2500;397
Local comercial;Ate;0;13;0;521;39090;13707;4466
Edificio completo;Puente Piedra;0;0;0;201;16150;;
Local comercial;Ate;0;9;0;320;12000;6000;1348
Casa en condominio;Comas;2;1;0;90;1100;280;
Local comercial;Pachacámac;0;0;0;606;27270;5613;1842
Departamento;San Borja;3;1;1;100;8000;1050;320
Departamento;San Borja;2;0;0;80;2700;600;
Departamento;Villa El Salvador;3;1;0;96;3300;912;210
Casa;Mi Perú;2;0;0;36;700;;
Departamento;Ate;4;2;3;170;10000;3089;750
Local comercial;Lurín;0;8;0;834;75060;20850;
Local comercial;Barranco;0;1;0;25;500;470;
Departamento;Rímac;3;1;1;115;7000;1900;450
Departamento;Ate;3;1;1;72;2200;660;110
Departamento;Jesús María;3;2;1;114;2200;570;230
Departamento;Los Olivos;2;1;0;62;1000;516;
Local comercial;Lince;1;0;0;20;800;520;90
Departamento;Villa El Salvador;1;0;0;47;2100;515;420
Departamento;San Miguel;2;1;0;76;1800;849;105
Departamento;San Borja;4;2;2;345;22000;;
Tienda/Salón;Mi Perú;0;0;0;40;2600;;
Departamento;La Punta;2;1;0;50;1000;482;13
Departamento;Comas;3;1;1;140;9000;1800;300
Habitación;San Borja;1;0;0;40;2200;550;250
Departamento;Comas;3;1;1;140;7200;2900;800
Local comercial;Pachacámac;0;3;0;580;38000;;
Departamento;San Borja;3;1;0;165;5000;1280;280
Departamento;San Miguel;3;0;1;111;2300;720;
Departamento;Ate;3;2;2;170;6000;2000;510
Edificio completo;Pachacámac;0;0;0;1000;56000;;
Casa;Lurigancho;4;4;4;451;20000;;
Tienda/Salón;Jesús María;0;1;0;90;2000;700;10
Departamento;Comas;3;0;1;130;2500;1131;
Local comercial;Pachacámac;0;0;0;33;500;630;
Local comercial;Ate;0;8;0;250;14750;10067;2513
Departamento;Comas;3;1;2;164;7590;2000;300
Local comercial;Comas;0;0;0;45;3000;2200;
Departamento;Punta Hermosa;3;1;0;120;3000;1180;130
Departamento;Punta Hermosa;3;3;3;230;11000;2300;
Departamento;San Borja;3;0;1;92;3500;1200;
Local comercial;Ate;0;1;0;36;1300;712;1280
Local comercial;San Borja;0;1;0;100;1800;1390;
Local comercial;Ate;0;1;0;28;1900;595;293
Departamento;Santa Anita;2;1;0;70;1300;600;12
Local comercial;Ate;0;0;0;37;2000;980;246
Local comercial;Ate;0;1;0;26;1000;530;
Local comercial;Pachacámac;0;0;0;39;1000;521;
Local comercial;Pachacámac;0;0;0;124;3500;1772;285
Departamento;Punta Hermosa;2;0;0;70;2000;530;
Departamento;Ate;4;3;1;452;15000;4571;2319
Local comercial;Pachacámac;0;0;0;55;590;750;100
Local comercial;Barranco;0;1;0;25;500;470;
Departamento;Santa Anita;2;1;0;85;1100;180;79
Departamento;Jesús María;3;0;1;336;3300;800;300
Habitación;Chorrillos;1;0;0;25;1200;559;54
Departamento;Ate;1;1;0;60;1500;1800;320
Departamento;San Miguel;3;1;1;115;1900;783;104
Habitación;Mi Perú;1;0;0;20;300;18;8
Departamento;Ate;3;2;1;95;3200;1460;249
Departamento;Villa El Salvador;2;1;0;62;2400;896;96
Almacén;Santa Rosa;0;0;0;600;7000;;463
Departamento;Jesús María;3;1;1;97;2380;800;185
Departamento;San Borja;3;1;0;160;4500;1300;1700
Departamento;Rímac;3;1;1;110;5000;1100;
Departamento;Villa El Salvador;3;1;1;165;8500;1377;3000
Departamento;Ate;4;3;0;160;4000;1265;459
Local comercial;Chorrillos;0;1;0;48;3000;1546;270
Departamento;Ate;3;2;1;105;2900;1803;245
Departamento;San Borja;4;1;1;150;6500;1500;261
Departamento;Ate;4;2;1;110;4300;1380;150
Local comercial;Ate;0;0;0;360;15000;8461;5503
Local comercial;San Borja;0;0;0;35;800;1095;215
Departamento;San Borja;2;2;2;88;5500;;
Departamento;Comas;1;0;0;54;3800;781;
Local comercial;Jesús María;0;1;0;34;800;600;
Departamento;San Borja;1;0;1;37;2300;442;22
Local comercial;Pachacámac;0;0;0;315;8900;3090;1446
Local comercial;Pachacámac;0;0;0;40;1000;552;100
Local comercial;Ate;0;1;0;35;1100;898;191
Local comercial;Chorrillos;0;0;0;5;299;;
Departamento;Villa El Salvador;3;1;2;360;15000;2300;
Habitación;San Borja;0;0;0;40;1000;620;55
Departamento;San Borja;5;2;1;280;13000;2245;296
Departamento;Callao;2;1;0;50;1400;400;15
Cochera;Pachacámac;5;5;0;30;490;220;
Local comercial;Lince;0;1;0;26;1000;547;70
Departamento;Ate;4;4;4;350;10000;2800;1700
Local comercial;Pachacámac;0;1;0;361;21660;8200;1581
Local comercial;Ate;0;1;0;33;1600;750;2500
Departamento;San Borja;3;0;0;135;3600;1300;160
Local comercial;Pachacámac;0;0;0;220;6500;4802;1420
Departamento;Ate;3;2;1;78;6500;1650;350
Local comercial;Punta Negra;0;0;0;50;1200;9;95
Flat;Ate;1;0;1;25;1600;;
Departamento;San Borja;3;1;0;103;2000;1200;200
Departamento;San Luis;3;1;1;70;2000;410;50
Departamento;San Juan de Miraflores;2;1;1;62;1100;640;41
Departamento;Comas;2;1;2;105;8000;4000;412
Local comercial;Ate;0;4;0;81;3500;3563;368
Casa de villa;San Luis;1;0;0;60;1000;;
Tienda/Salón;La Punta;0;1;0;47;1500;621;9
Local comercial;Ate;0;4;0;200;7500;4500;1000
Departamento;San Miguel;2;1;1;70;1800;570;
Casa;Lurigancho;4;3;4;452;20000;;1749
Casa en condominio;Jesús María;3;1;1;240;3000;;
Local comercial;Pachacámac;0;0;0;292;8000;7195;
Terreno;Ate;0;0;0;1111;140000;;25000
Local comercial;San Miguel;0;8;0;400;20000;6360;1096
Departamento;San Borja;3;1;1;138;3000;1043;245
Local comercial;Ate;0;2;0;286;18500;1975;1569
Departamento;San Miguel;2;1;0;60;1900;560;49
Local comercial;Pachacámac;0;0;0;366;20000;3000;1218
Departamento;San Miguel;2;1;0;68;1800;690;120
Tienda/Salón;Lince;0;0;0;60;2700;;
Local comercial;Pachacámac;0;6;0;659;49425;12139;2300
Departamento;Punta Hermosa;3;2;1;180;5800;1800;170
Departamento;Jesús María;3;2;1;181;4500;950;700
Departamento;San Miguel;2;0;0;96;1300;506;61
Local comercial;Santa Anita;0;0;0;21;800;680;560
Departamento;San Borja;3;0;0;100;2700;925;152
Tienda/Salón;Carmen de La Legua;0;0;0;75;1600;;93
Departamento;Villa El Salvador;2;1;1;84;2400;1030;174
Departamento;Rímac;2;1;1;80;4500;1100;
Local comercial;Ate;0;1;0;31;800;680;56
Tienda/Salón;Santa María del Mar;0;0;0;434;12000;;34368
Local comercial;Ate;0;1;0;33;1350;780;
Local comercial;Ate;0;1;0;42;1100;1037;305
Habitación;Villa El Salvador;0;0;0;28;1200;355;
Departamento;Callao;3;1;1;97;2300;950;
Local comercial;Pachacámac;0;0;0;74;800;1509;73
Casa en condominio;Jesús María;4;3;4;280;5000;825;4200
Departamento;San Borja;3;0;1;150;7500;;
Casa comercial;San Bartolo;0;6;0;600;18000;;200
Departamento;Comas;3;1;1;120;4300;1910;354
Departamento;Comas;3;1;1;140;7200;2900;500
Almacén;Comas;0;0;0;300;7000;;
Local comercial;Pachacámac;0;1;0;130;8000;2867;
Departamento;Chorrillos;3;2;1;170;4500;1900;300
Departamento;Ate;2;2;1;79;4000;2630;495
Departamento;Comas;2;1;1;75;5000;;
Local comercial;Rímac;0;1;0;26;3500;950;110
Local comercial;Ate;0;1;0;30;500;720;60
Departamento;La Punta;2;0;0;65;1300;350;14
Tienda/Salón;Punta Negra;0;0;0;45;1300;;142
Tienda/Salón;Ate;0;3;0;89;3000;6900;1853
Casa en condominio;Callao;3;2;3;240;4000;1200;315
Tienda/Salón;Ate;0;1;0;70;1000;2704;
Flat;Ate;2;1;2;80;2800;1500;385
Casa;San Juan de Miraflores;2;3;0;67;1000;;
Local comercial;Pachacámac;0;0;0;6;2492;;
Departamento;San Miguel;3;1;1;117;1900;816;
Local comercial;Ate;0;2;0;76;3000;2186;578
Departamento;San Miguel;2;0;0;78;1400;830;67
Local comercial;Pachacámac;0;0;0;44;1000;544;
Departamento;San Miguel;3;0;0;83;1390;650;80
Local comercial;Pachacámac;0;2;0;228;20081;3648;1004
Departamento;San Borja;4;2;1;270;4750;2900;510
Departamento;Lince;2;0;0;50;1000;530;50
Departamento;Santa María del Mar;3;0;0;81;1200;270;
Departamento;Chorrillos;2;1;1;80;3200;800;150
Departamento;Punta Hermosa;3;2;1;110;3700;900;252
Local comercial;San Borja;0;0;0;30;700;685;190
Departamento;San Borja;2;1;0;124;6000;1442;470
Casa en condominio;Ate;4;3;4;465;6000;1025;1201
Departamento;Chorrillos;3;0;1;60;3900;1440;307
Casa comercial;Jesús María;0;10;0;595;25000;;320
Local comercial;Ate;0;1;0;21;650;585;88
Departamento;Chorrillos;2;0;0;70;2000;751;88
Departamento;Jesús María;3;0;1;146;2000;904;1871
Departamento;Chorrillos;3;1;1;98;4500;1550;245
Tienda/Salón;San Miguel;0;0;0;125;6500;2500;500
Tienda/Salón;San Isidro;0;0;0;102;3500;;3548
Departamento;Chorrillos;1;0;0;46;1800;540;24
Departamento;Magdalena del Mar;3;1;0;78;2000;350;83
Local comercial;Pachacámac;0;1;0;300;9900;3339;1430
Departamento;Lince;2;1;0;46;800;310;143
Departamento;Independencia;2;0;0;50;450;369;
Local comercial;Ate;0;1;0;27;1320;551;1245
Local comercial;Pachacámac;0;0;0;33;500;420;120
Departamento;San Borja;3;0;0;106;2200;888;160
Departamento;San Borja;1;0;0;32;1800;330;25
Departamento;San Borja;1;0;0;40;1900;380;58
Departamento;San Luis;2;1;1;68;2000;900;
Departamento;Comas;2;1;2;120;8500;;
Habitación;San Borja;1;0;0;25;1250;340;
Tienda/Salón;San Luis;0;0;0;10;600;;
Casa;Santa María del Mar;3;3;1;220;3400;;4500
Tienda/Salón;Lurigancho;0;4;0;470;50000;;2790
Departamento;Comas;4;1;1;250;12000;3795;7384
Local comercial;Ate;0;2;0;75;3800;1425;250
Departamento;Ate;3;3;1;347;25000;3900;1990
Departamento;Magdalena del Mar;2;1;0;55;1000;295;
Departamento;Comas;4;4;1;400;20000;10000;3000
Local comercial;Callao;0;1;0;25;800;430;43
Departamento;Ate;2;1;1;81;1900;1250;70
Departamento;Chorrillos;2;0;0;76;3000;619;
Departamento;Villa El Salvador;1;0;1;75;3200;281;69
Departamento;Jesús María;2;1;1;70;1800;957;171
Local comercial;Pachacámac;0;0;0;69;2600;1308;
Departamento;Comas;3;2;1;170;6000;2200;380
Local comercial;Lurigancho;0;1;0;23;1950;600;
Departamento;Villa El Salvador;2;0;0;60;2200;410;852
Departamento;Pachacámac;1;1;0;42;1700;560;47
Departamento;Santiago de Surco;2;0;0;80;3800;500;125
Departamento;Ate;1;1;1;75;2100;1043;245
Departamento;Ate;2;2;1;100;3500;1450;
Almacén;El Agustino;0;0;0;600;4000;;
Tienda/Salón;San Luis;0;1;0;126;8000;;
Tienda en Centro Comercial;Carmen de La Legua;0;1;1;25;1100;;
Departamento;Callao;3;2;2;160;1800;1574;198
Departamento;Punta Hermosa;2;0;0;67;2300;700;100
Departamento;La Punta;1;0;0;44;1400;480;26
Tienda/Salón;Comas;0;0;0;28;1100;1419;
Departamento;Punta Hermosa;2;1;0;90;2650;600;101
Departamento;Pachacámac;1;0;0;25;1200;390;
Departamento;La Punta;1;0;0;45;1400;450;40
Departamento;Lurín;1;0;0;24;1100;435;225
Departamento;Ate;1;1;1;75;1900;984;280
Flat;San Luis;1;1;1;40;1700;968;40
Departamento;San Borja;3;0;0;120;2700;;
Local comercial;Pachacámac;0;0;0;420;16000;3724;1766
Tienda/Salón;San Borja;0;0;0;32;4300;;286
Departamento;San Luis;2;1;1;59;1800;550;60
Local comercial;Pachacámac;0;0;0;1732;103920;36562;
Departamento;Comas;2;0;0;60;2900;507;125
Departamento;Jesús María;3;2;3;88;1900;600;1100
Local comercial;Villa El Salvador;0;1;0;30;1200;960;103
Departamento;Ate;3;1;1;70;1400;750;132
Departamento;San Borja;1;1;0;56;5000;;
Departamento;Villa El Salvador;1;0;0;41;1800;483;67
Local comercial;Ate;0;12;0;380;15000;13800;2400
Departamento;Rímac;3;1;0;98;3500;1424;1192
Local comercial;Puente Piedra;0;0;0;100;3000;1000;
Local comercial;Ate;0;2;0;66;2700;1400;110
Departamento;San Miguel;2;2;1;69;2000;854;
Departamento;Mi Perú;2;1;0;80;1200;670;50
Tienda/Salón;La Punta;0;1;0;43;1500;730;
Departamento;Chorrillos;3;1;0;206;6000;2000;323
Departamento;Ate;2;1;1;80;2250;1091;205
Local comercial;Pachacámac;0;0;0;40;900;450;
Departamento;Villa El Salvador;2;1;0;75;2500;1067;125
Local comercial;Ate;0;1;0;40;2500;750;350
Departamento;Rímac;2;1;1;105;2700;1900;400
Local comercial;Pachacámac;0;0;0;341;15500;7440;2014
Departamento;Ate;1;1;1;70;2000;970;170
Departamento;Ate;2;1;1;100;2300;1678;2500
Departamento;Santa María del Mar;2;0;0;53;800;260;16
Local comercial;Ate;0;1;0;35;800;1340;
Local comercial;Pachacámac;0;0;0;191;8404;4392;1300
Departamento;San Borja;3;0;0;110;3000;1300;200
Casa en condominio;Ate;4;3;4;350;13000;1210;1000
Departamento;Jesús María;2;1;1;75;1550;750;
Departamento;Comas;3;1;1;80;3900;1368;113
Local comercial;Ate;0;8;0;280;14000;7142;
Casa;Callao;4;10;1;400;4900;;
Local comercial;Pachacámac;0;0;0;208;6300;2100;590
Local comercial;Chorrillos;0;9;0;444;62255;13211;2067
Departamento;San Borja;1;0;0;35;1800;520;25
Departamento;La Punta;2;1;1;65;1300;570;12
Departamento;Ate;2;1;1;63;2500;1280;204
Departamento;Comas;1;0;0;46;1700;700;132
Departamento;La Molina;1;0;0;46;900;253;17
Tienda en Centro Comercial;Ate;0;1;0;68;2800;1500;
Departamento;Jesús María;3;2;1;90;1790;590;990
Local comercial;Pachacámac;0;0;0;190;9900;4081;698
Departamento;Lince;2;0;0;60;800;350;
Departamento;Villa El Salvador;1;0;0;47;1600;650;
Departamento;Rímac;3;2;1;240;15000;975;
Tienda/Salón;Comas;0;1;0;32;1200;1741;
Departamento;Lurín;2;1;0;81;2300;530;132
Tienda/Salón;Ate;2;6;2;100;4000;2860;15000
Casa;Ate;5;2;0;200;11000;1300;900
Departamento;Ate;3;2;3;130;5700;850;450
Departamento;Ate;3;3;3;180;6500;2000;500
Departamento;Chorrillos;2;1;1;76;3200;760;125
Tienda/Salón;Ate;0;3;0;142;9900;2555;1846
Departamento;Ate;3;2;3;263;13000;2668;896
Departamento;Chaclacayo;2;1;0;70;1100;300;
Local comercial;Pachacámac;0;0;0;250;12000;4457;999
Local comercial;Ate;0;1;0;36;2200;684;118
Departamento;San Miguel;2;1;0;79;1600;700;81
Local comercial;San Isidro;0;0;0;29;580;450;33
Departamento;Ate;2;1;1;90;3300;1308;213
Habitación;San Borja;1;0;0;35;1600;462;67
Local comercial;San Borja;0;0;0;43;1200;670;276
Local comercial;Ate;0;1;0;24;1000;364;
Local comercial;Jesús María;0;1;0;30;1600;450;50
Casa en condominio;Jesús María;5;3;5;700;16000;1600;150
Departamento;Comas;4;2;3;200;12000;1650;500
Flat;Punta Hermosa;1;1;1;25;2000;;
Departamento;Ate;4;2;2;178;7509;;
Local comercial;Ate;0;1;0;50;2000;1092;406
Departamento;San Borja;3;0;0;110;2900;1400;100
Departamento;Ate;3;2;1;118;3500;1300;412
Departamento;Comas;2;1;2;70;6000;4190;432
Casa en condominio;Ate;4;2;0;250;2700;190;
Departamento;Santa María del Mar;3;1;1;182;1800;1407;180
Departamento;Punta Hermosa;4;3;2;457;9500;10500;2340
